Salary,Years of Experience,Education Level,Age
12182,30.0,Associate Degree or Short-cycle Tertiary Education,59.5
80317,8.0,Master Degree or Equivalent,29.5
12000,20.0,Professional Degree,39.5
57249,15.0,Bachelor Degree or Equivalent,39.5
112325,10.0,Professional Degree,29.5
28537,5.0,Associate Degree or Short-cycle Tertiary Education,21.0
220000,27.0,Bachelor Degree or Equivalent,49.5
100664,9.0,Master Degree or Equivalent,29.5
135000,16.0,Bachelor Degree or Equivalent,39.5
99000,17.0,Bachelor Degree or Equivalent,39.5
223054,6.0,Bachelor Degree or Equivalent,29.5
109242,10.0,Bachelor Degree or Equivalent,29.5
70000,7.0,Bachelor Degree or Equivalent,39.5
219000,5.0,Bachelor Degree or Equivalent,29.5
57496,18.0,Master Degree or Equivalent,39.5
31258,5.0,Bachelor Degree or Equivalent,29.5
115000,4.0,Associate Degree or Short-cycle Tertiary Education,21.0
52046,5.0,Master Degree or Equivalent,29.5
190000,13.0,Bachelor Degree or Equivalent,29.5
9210,10.0,Master Degree or Equivalent,29.5
510000,6.0,Bachelor Degree or Equivalent,29.5
120000,21.0,Associate Degree or Short-cycle Tertiary Education,39.5
46049,7.0,Master Degree or Equivalent,29.5
25701,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
15600,4.0,Bachelor Degree or Equivalent,21.0
106000,6.0,Bachelor Degree or Equivalent,29.5
71892,24.0,Associate Degree or Short-cycle Tertiary Education,49.5
40000,35.0,Bachelor Degree or Equivalent,49.5
26907,5.0,Bachelor Degree or Equivalent,39.5
148609,48.0,Master Degree or Equivalent,70.0
60968,10.0,Associate Degree or Short-cycle Tertiary Education,39.5
21000,23.0,Associate Degree or Short-cycle Tertiary Education,49.5
110000,10.0,Associate Degree or Short-cycle Tertiary Education,39.5
58899,1.0,Associate Degree or Short-cycle Tertiary Education,29.5
36545,2.0,Master Degree or Equivalent,29.5
6973,2.0,Bachelor Degree or Equivalent,29.5
42836,0.0,Master Degree or Equivalent,21.0
82400,4.0,Professional Degree,39.5
50332,19.0,Master Degree or Equivalent,49.5
42837,3.0,Associate Degree or Short-cycle Tertiary Education,21.0
158000,7.0,Master Degree or Equivalent,39.5
11686,5.0,Master Degree or Equivalent,29.5
4809,0.0,Associate Degree or Short-cycle Tertiary Education,29.5
170000,13.0,Bachelor Degree or Equivalent,39.5
49028,6.0,Bachelor Degree or Equivalent,29.5
2850,4.0,Associate Degree or Short-cycle Tertiary Education,21.0
275000,17.0,Bachelor Degree or Equivalent,39.5
18788,6.0,Secondary Education,21.0
550000,20.0,Master Degree or Equivalent,39.5
15439,20.0,Secondary Education,49.5
247000,18.0,Bachelor Degree or Equivalent,39.5
84188,14.0,Bachelor Degree or Equivalent,29.5
146000,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
85672,11.0,Associate Degree or Short-cycle Tertiary Education,39.5
160000,20.0,Associate Degree or Short-cycle Tertiary Education,39.5
85655,20.0,Bachelor Degree or Equivalent,39.5
173600,9.0,Bachelor Degree or Equivalent,29.5
90000,37.0,Master Degree or Equivalent,70.0
70000,12.0,Professional Degree,39.5
175000,25.0,Master Degree or Equivalent,59.5
230000,6.0,Master Degree or Equivalent,29.5
200000,16.0,Bachelor Degree or Equivalent,29.5
120000,26.0,Bachelor Degree or Equivalent,49.5
48690,9.0,Associate Degree or Short-cycle Tertiary Education,29.5
14607,3.0,Associate Degree or Short-cycle Tertiary Education,21.0
70000,0.0,Bachelor Degree or Equivalent,29.5
185000,21.0,Bachelor Degree or Equivalent,39.5
147500,15.0,Bachelor Degree or Equivalent,39.5
35000,0.0,Associate Degree or Short-cycle Tertiary Education,29.5
52638,2.0,Secondary Education,29.5
78000,19.0,Bachelor Degree or Equivalent,39.5
52748,8.0,Bachelor Degree or Equivalent,29.5
14069,3.0,Bachelor Degree or Equivalent,29.5
69147,23.0,Bachelor Degree or Equivalent,49.5
85000,3.0,Bachelor Degree or Equivalent,29.5
65935,5.0,Bachelor Degree or Equivalent,29.5
228414,25.0,Primary Education,49.5
110000,16.0,Master Degree or Equivalent,39.5
80317,9.0,Bachelor Degree or Equivalent,29.5
54,10.0,Master Degree or Equivalent,39.5
600000,27.0,Bachelor Degree or Equivalent,49.5
64239,12.0,Bachelor Degree or Equivalent,29.5
92000,5.0,Bachelor Degree or Equivalent,29.5
98000,6.0,Associate Degree or Short-cycle Tertiary Education,39.5
97500,28.0,Associate Degree or Short-cycle Tertiary Education,59.5
160,41.0,Associate Degree or Short-cycle Tertiary Education,59.5
320000,9.0,Bachelor Degree or Equivalent,29.5
80690,18.0,Bachelor Degree or Equivalent,39.5
36410,2.0,Master Degree or Equivalent,21.0
71007,12.0,Master Degree or Equivalent,29.5
6058,13.0,Bachelor Degree or Equivalent,39.5
37286,4.0,Master Degree or Equivalent,29.5
220000,24.0,Bachelor Degree or Equivalent,49.5
60000,0.0,Bachelor Degree or Equivalent,29.5
56757,10.0,Master Degree or Equivalent,29.5
74483,1.0,Master Degree or Equivalent,29.5
99311,3.0,Master Degree or Equivalent,29.5
148500,13.0,Associate Degree or Short-cycle Tertiary Education,39.5
86897,7.0,Professional Degree,29.5
42807,4.0,Bachelor Degree or Equivalent,29.5
108000,16.0,Bachelor Degree or Equivalent,39.5
37481,0.0,Bachelor Degree or Equivalent,29.5
74963,22.0,Associate Degree or Short-cycle Tertiary Education,49.5
75982,23.0,Bachelor Degree or Equivalent,49.5
91000,7.0,Associate Degree or Short-cycle Tertiary Education,29.5
47914,5.0,Bachelor Degree or Equivalent,29.5
44611,11.0,Associate Degree or Short-cycle Tertiary Education,39.5
24345,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
111724,22.0,Bachelor Degree or Equivalent,39.5
111000,0.0,Master Degree or Equivalent,29.5
9600,4.0,Bachelor Degree or Equivalent,39.5
342,0.0,Primary Education,18.0
21810,15.0,Master Degree or Equivalent,29.5
124000,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
148000,1.0,Professional Degree,29.5
37000,6.0,Master Degree or Equivalent,29.5
108000,5.0,Master Degree or Equivalent,39.5
53545,8.0,Bachelor Degree or Equivalent,49.5
180046,22.0,Bachelor Degree or Equivalent,39.5
162000,37.0,Master Degree or Equivalent,59.5
30431,14.0,Bachelor Degree or Equivalent,39.5
84000,5.0,Bachelor Degree or Equivalent,39.5
235000,28.0,Bachelor Degree or Equivalent,49.5
75000,3.0,Professional Degree,39.5
192500,10.0,Bachelor Degree or Equivalent,29.5
79000,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
47793,2.0,Bachelor Degree or Equivalent,21.0
37127,6.0,Master Degree or Equivalent,39.5
195000,5.0,Bachelor Degree or Equivalent,39.5
96595,12.0,Master Degree or Equivalent,39.5
6058,1.0,Bachelor Degree or Equivalent,29.5
200000,30.0,Bachelor Degree or Equivalent,49.5
67000,12.0,Associate Degree or Short-cycle Tertiary Education,39.5
68276,23.0,Bachelor Degree or Equivalent,49.5
103110.08171765343,32.0,Professional Degree,59.5
58971,10.0,Bachelor Degree or Equivalent,29.5
21418,1.0,Associate Degree or Short-cycle Tertiary Education,21.0
155000,12.0,Bachelor Degree or Equivalent,29.5
70000,20.0,Bachelor Degree or Equivalent,49.5
240000,12.0,Bachelor Degree or Equivalent,39.5
192761,9.0,Bachelor Degree or Equivalent,29.5
17000,4.0,Bachelor Degree or Equivalent,29.5
99593,6.0,Professional Degree,39.5
49655,10.0,Secondary Education,29.5
18034,6.0,Bachelor Degree or Equivalent,29.5
25323,10.0,Bachelor Degree or Equivalent,39.5
36518,8.0,Bachelor Degree or Equivalent,39.5
14540,5.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,9.0,Secondary Education,21.0
47374,7.0,Bachelor Degree or Equivalent,29.5
60000,9.0,Bachelor Degree or Equivalent,29.5
67000,10.0,Bachelor Degree or Equivalent,39.5
111527,20.0,Professional Degree,49.5
70634,5.0,Bachelor Degree or Equivalent,21.0
104092,1.0,Bachelor Degree or Equivalent,21.0
180000,45.0,Master Degree or Equivalent,70.0
500000,12.0,Master Degree or Equivalent,39.5
80000,10.0,Master Degree or Equivalent,29.5
103110.08171765343,11.0,Associate Degree or Short-cycle Tertiary Education,49.5
112444,22.0,Bachelor Degree or Equivalent,49.5
9,0.0,Bachelor Degree or Equivalent,29.5
20618,2.0,Associate Degree or Short-cycle Tertiary Education,29.5
91294,10.0,Bachelor Degree or Equivalent,39.5
758,3.0,Bachelor Degree or Equivalent,21.0
250000,16.0,Bachelor Degree or Equivalent,39.5
57828,6.0,Master Degree or Equivalent,39.5
50043,11.0,Master Degree or Equivalent,39.5
66916,10.0,Professional Degree,39.5
21008,10.0,Bachelor Degree or Equivalent,39.5
77000,10.0,Master Degree or Equivalent,39.5
130000,38.0,Bachelor Degree or Equivalent,59.5
420000,18.0,Bachelor Degree or Equivalent,39.5
216000,29.0,Bachelor Degree or Equivalent,59.5
108000,22.0,Master Degree or Equivalent,49.5
55687,16.0,Bachelor Degree or Equivalent,39.5
79000,10.0,,39.5
114000,20.0,Bachelor Degree or Equivalent,39.5
5199,1.0,Bachelor Degree or Equivalent,29.5
140000,35.0,Master Degree or Equivalent,59.5
102127,5.0,Master Degree or Equivalent,29.5
225000,15.0,,49.5
125000,31.0,Bachelor Degree or Equivalent,59.5
168000,15.0,Bachelor Degree or Equivalent,29.5
2034,11.0,Master Degree or Equivalent,39.5
81388,11.0,Associate Degree or Short-cycle Tertiary Education,29.5
500000,20.0,Bachelor Degree or Equivalent,49.5
300000,8.0,Master Degree or Equivalent,29.5
79369,8.0,Master Degree or Equivalent,39.5
148966,25.0,Bachelor Degree or Equivalent,39.5
106356,9.0,Associate Degree or Short-cycle Tertiary Education,29.5
600000,15.0,Bachelor Degree or Equivalent,39.5
107810,10.0,Bachelor Degree or Equivalent,29.5
52976,20.0,Associate Degree or Short-cycle Tertiary Education,39.5
100000,13.0,Bachelor Degree or Equivalent,29.5
148703,25.0,Master Degree or Equivalent,59.5
186207,6.0,Bachelor Degree or Equivalent,29.5
619,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
108736,11.0,Master Degree or Equivalent,39.5
137721,9.0,Associate Degree or Short-cycle Tertiary Education,29.5
9378,0.0,Master Degree or Equivalent,21.0
60000,0.0,Associate Degree or Short-cycle Tertiary Education,21.0
113000,32.0,Master Degree or Equivalent,49.5
103,5.0,Master Degree or Equivalent,49.5
54526,4.0,Bachelor Degree or Equivalent,29.5
132857,6.0,Master Degree or Equivalent,39.5
27630,30.0,Bachelor Degree or Equivalent,59.5
47283,6.0,Secondary Education,21.0
135000,37.0,Associate Degree or Short-cycle Tertiary Education,70.0
42409,1.0,Bachelor Degree or Equivalent,21.0
181200,13.0,Associate Degree or Short-cycle Tertiary Education,39.5
182000,15.0,Master Degree or Equivalent,49.5
30888,8.0,Secondary Education,29.5
155000,25.0,Associate Degree or Short-cycle Tertiary Education,49.5
280000,25.0,Bachelor Degree or Equivalent,49.5
87813,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
81787,19.0,Master Degree or Equivalent,49.5
220000,30.0,Associate Degree or Short-cycle Tertiary Education,49.5
105000,14.0,Associate Degree or Short-cycle Tertiary Education,29.5
62000,1.0,Associate Degree or Short-cycle Tertiary Education,21.0
175000,25.0,Bachelor Degree or Equivalent,49.5
90377,0.0,Professional Degree,29.5
290000,30.0,Bachelor Degree or Equivalent,49.5
63409,2.0,Associate Degree or Short-cycle Tertiary Education,21.0
200000,5.0,Master Degree or Equivalent,29.5
68537,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
23504,1.0,Bachelor Degree or Equivalent,21.0
30000,6.0,Master Degree or Equivalent,70.0
340000,23.0,Bachelor Degree or Equivalent,49.5
61833,5.0,Bachelor Degree or Equivalent,29.5
250000,7.0,Master Degree or Equivalent,29.5
6785,5.0,Bachelor Degree or Equivalent,29.5
13886,3.0,Bachelor Degree or Equivalent,21.0
29567,5.0,,29.5
2126,4.0,Bachelor Degree or Equivalent,21.0
42836,4.0,Bachelor Degree or Equivalent,49.5
2356,2.0,Master Degree or Equivalent,29.5
165000,25.0,Bachelor Degree or Equivalent,49.5
88173,3.0,Bachelor Degree or Equivalent,21.0
41,3.0,Master Degree or Equivalent,29.5
248000,21.0,Master Degree or Equivalent,39.5
817,20.0,Professional Degree,49.5
200000,15.0,Master Degree or Equivalent,70.0
130000,30.0,Associate Degree or Short-cycle Tertiary Education,59.5
185000,25.0,Bachelor Degree or Equivalent,39.5
141000,18.0,Bachelor Degree or Equivalent,49.5
251000,5.0,Bachelor Degree or Equivalent,29.5
240000,17.0,Master Degree or Equivalent,39.5
128507,5.0,Professional Degree,29.5
163573,7.0,Bachelor Degree or Equivalent,29.5
49583,1.0,Bachelor Degree or Equivalent,21.0
106000,4.0,Master Degree or Equivalent,29.5
80646,18.0,Associate Degree or Short-cycle Tertiary Education,39.5
60000,15.0,Secondary Education,39.5
500000,12.0,Bachelor Degree or Equivalent,39.5
250000,22.0,Bachelor Degree or Equivalent,39.5
350000,23.0,Bachelor Degree or Equivalent,49.5
133000,18.0,Bachelor Degree or Equivalent,39.5
240000,13.0,Bachelor Degree or Equivalent,39.5
44550,5.0,Master Degree or Equivalent,29.5
66916,18.0,Associate Degree or Short-cycle Tertiary Education,39.5
67000,8.0,Bachelor Degree or Equivalent,29.5
300000,24.0,Associate Degree or Short-cycle Tertiary Education,39.5
130000,32.0,Professional Degree,49.5
400000,7.0,Bachelor Degree or Equivalent,29.5
12851,2.0,Associate Degree or Short-cycle Tertiary Education,29.5
12117,4.0,Bachelor Degree or Equivalent,21.0
74351,35.0,Associate Degree or Short-cycle Tertiary Education,59.5
103110.08171765343,9.0,Secondary Education,49.5
170000,23.0,Master Degree or Equivalent,39.5
500000,5.0,Bachelor Degree or Equivalent,29.5
225000,10.0,Associate Degree or Short-cycle Tertiary Education,39.5
173000,6.0,Bachelor Degree or Equivalent,29.5
150000,32.0,Associate Degree or Short-cycle Tertiary Education,70.0
115000,10.0,Associate Degree or Short-cycle Tertiary Education,39.5
148703,19.0,Associate Degree or Short-cycle Tertiary Education,39.5
53944,12.0,Bachelor Degree or Equivalent,29.5
47,15.0,Bachelor Degree or Equivalent,39.5
36410,9.0,Professional Degree,29.5
68403,20.0,Bachelor Degree or Equivalent,39.5
28403,7.0,Bachelor Degree or Equivalent,29.5
98000,10.0,Bachelor Degree or Equivalent,29.5
245000,25.0,Associate Degree or Short-cycle Tertiary Education,39.5
67960,9.0,Bachelor Degree or Equivalent,39.5
150000,25.0,Professional Degree,59.5
53545,8.0,Primary Education,21.0
185000,11.0,Associate Degree or Short-cycle Tertiary Education,29.5
95000,26.0,Secondary Education,49.5
98000,11.0,Bachelor Degree or Equivalent,29.5
62000,35.0,Master Degree or Equivalent,70.0
138091,14.0,Bachelor Degree or Equivalent,39.5
223054,39.0,Bachelor Degree or Equivalent,59.5
2522,11.237177936373532,Bachelor Degree or Equivalent,29.5
111724,10.0,Bachelor Degree or Equivalent,39.5
81787,5.0,Bachelor Degree or Equivalent,29.5
31666,10.0,Master Degree or Equivalent,29.5
110000,13.0,Bachelor Degree or Equivalent,49.5
130000,30.0,Master Degree or Equivalent,49.5
93500,9.0,Bachelor Degree or Equivalent,29.5
80690,20.0,Associate Degree or Short-cycle Tertiary Education,39.5
100251,23.0,Master Degree or Equivalent,49.5
50000,0.0,Bachelor Degree or Equivalent,21.0
35724,2.0,Associate Degree or Short-cycle Tertiary Education,29.5
150000,12.0,Associate Degree or Short-cycle Tertiary Education,29.5
60584,10.0,Bachelor Degree or Equivalent,29.5
300000,8.0,Master Degree or Equivalent,39.5
103110.08171765343,9.0,Associate Degree or Short-cycle Tertiary Education,21.0
118962,15.0,Bachelor Degree or Equivalent,39.5
74351,30.0,Professional Degree,59.5
64552,25.0,Master Degree or Equivalent,49.5
77021,6.0,Master Degree or Equivalent,39.5
70000,22.0,Bachelor Degree or Equivalent,39.5
118962,9.0,Professional Degree,39.5
50332,15.0,Secondary Education,39.5
225000,17.0,Bachelor Degree or Equivalent,39.5
221000,15.0,Bachelor Degree or Equivalent,39.5
79000,2.0,Bachelor Degree or Equivalent,29.5
176000,22.0,Master Degree or Equivalent,49.5
127200,4.0,Master Degree or Equivalent,21.0
49655,4.0,Master Degree or Equivalent,29.5
170000,12.0,Bachelor Degree or Equivalent,29.5
315000,10.0,Bachelor Degree or Equivalent,29.5
36351,6.0,Master Degree or Equivalent,29.5
119729,9.0,Bachelor Degree or Equivalent,29.5
80000,34.0,Associate Degree or Short-cycle Tertiary Education,59.5
55472,13.0,Bachelor Degree or Equivalent,39.5
96657,15.0,Bachelor Degree or Equivalent,29.5
115000,14.0,Master Degree or Equivalent,39.5
145000,11.0,Master Degree or Equivalent,29.5
40694,29.0,Associate Degree or Short-cycle Tertiary Education,49.5
157000,30.0,Master Degree or Equivalent,59.5
106000,12.0,Associate Degree or Short-cycle Tertiary Education,39.5
72000,8.0,Bachelor Degree or Equivalent,39.5
78175,8.0,Bachelor Degree or Equivalent,29.5
260000,35.0,Bachelor Degree or Equivalent,59.5
240000,21.0,Master Degree or Equivalent,39.5
80000,22.0,Bachelor Degree or Equivalent,39.5
135000,20.0,Master Degree or Equivalent,59.5
24175,7.0,Associate Degree or Short-cycle Tertiary Education,29.5
25429,2.0,Associate Degree or Short-cycle Tertiary Education,21.0
17143,3.0,Bachelor Degree or Equivalent,21.0
272000,38.0,Bachelor Degree or Equivalent,59.5
78069,7.0,,29.5
130000,4.0,Bachelor Degree or Equivalent,29.5
350000,14.0,Master Degree or Equivalent,29.5
17143,12.0,Bachelor Degree or Equivalent,39.5
110000,30.0,Associate Degree or Short-cycle Tertiary Education,49.5
54777,13.0,Associate Degree or Short-cycle Tertiary Education,29.5
135000,44.0,Bachelor Degree or Equivalent,70.0
195800,18.0,Bachelor Degree or Equivalent,39.5
132000,12.0,Associate Degree or Short-cycle Tertiary Education,39.5
81787,12.0,Bachelor Degree or Equivalent,39.5
128000,25.0,Master Degree or Equivalent,59.5
31985,8.0,Bachelor Degree or Equivalent,39.5
398000,11.0,Professional Degree,39.5
16794,0.0,Bachelor Degree or Equivalent,21.0
103110.08171765343,5.0,Bachelor Degree or Equivalent,70.0
285000,10.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,21.0,Bachelor Degree or Equivalent,33.12089367216994
155000,18.0,Bachelor Degree or Equivalent,49.5
345000,20.0,Associate Degree or Short-cycle Tertiary Education,39.5
37241,3.0,Associate Degree or Short-cycle Tertiary Education,29.5
190000,30.0,Professional Degree,70.0
75000,4.0,Bachelor Degree or Equivalent,21.0
160000,5.0,Master Degree or Equivalent,39.5
701382,20.0,Bachelor Degree or Equivalent,39.5
70000,15.0,Master Degree or Equivalent,39.5
181000,13.0,Master Degree or Equivalent,39.5
350000,11.237177936373532,Professional Degree,39.5
800000,36.0,,59.5
280000,20.0,Professional Degree,49.5
51968,4.0,Associate Degree or Short-cycle Tertiary Education,29.5
27843,8.0,Master Degree or Equivalent,29.5
195000,35.0,Master Degree or Equivalent,49.5
148703,11.0,Associate Degree or Short-cycle Tertiary Education,39.5
42306,14.0,Associate Degree or Short-cycle Tertiary Education,29.5
44322,11.0,Bachelor Degree or Equivalent,29.5
162000,12.0,Bachelor Degree or Equivalent,29.5
124544,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
40966,5.0,Associate Degree or Short-cycle Tertiary Education,21.0
